Species,Red,Green,Blue,id,L,a,b,color,brightness
Carex disperma,142.915,152.138,97.963,Leaf_268,60.96692803998067,-12.35525474672966,27.419718019663677,green,medium
Carex disperma,148.429,148.214,95.886,Leaf_269,60.27581300974285,-8.239606857674941,27.73447861768976,green,medium
Carex duriuscula,138.5,146.375,98.792,Leaf_275,58.98672845569686,-10.957878934173937,24.300839221221395,green,medium
Carex ebenea,133.299,144.361,83.18,Leaf_276,57.740911017666846,-14.02802502861511,31.091154279778642,green,medium
Carex echinata,108.325,131.843,67.906,Leaf_280,51.91752288551646,-19.641329792341843,31.567305816497505,green,medium
Carex edwardsiana,138.768,150.463,78.524,Leaf_284,59.872625856660875,-15.486777500314409,36.26991659407779,green,medium
Carex egglestonii,98.337,133.507,66.739,Leaf_286,51.73580860914143,-24.6742381205321,31.807603421194276,green,medium
Carex eleusinoides,129.805,156.359,96.751,Leaf_288,61.191125454042464,-19.97331204910724,28.177985164374043,green,medium
Carex elliottii,129.114,137.835,73.915,Leaf_290,55.376242939231005,-13.36963027162258,32.996069682034936,green,medium
Carex emoryi,130.449,146.722,40.744,Leaf_294,57.763610654265094,-20.19655720897634,51.120098479892015,green,medium
Carex emoryi,135.475,156.453,70.684,Leaf_295,61.27013760303758,-20.749606835922418,41.799834726799375,green,medium
Carex endlichii,128.83,143.398,93.122,Leaf_296,57.271905676183835,-14.076161551827504,25.022963003934585,green,medium
Carex epapillosa,130.299,138.662,82.44,Leaf_300,55.836747290310655,-12.320967633140945,29.02821449489963,green,medium
Carex festucacea,130.572,130.378,72.278,Leaf_306,53.31235453514381,-8.86593311430639,31.348622106153112,green,medium
Carex firma,148,139.253,90.095,Leaf_313,57.643147663370954,-4.2251162937695375,27.47561908570334,green,medium
Carex fissuricola,134.427,144.763,97.176,Leaf_318,58.17253548787366,-11.97168523430342,24.0558060550909,green,medium
Carex fissuricola,143.927,162.124,103.138,Leaf_319,63.97914853832317,-16.51911247763993,28.572085540604974,green,medium
Carex flava,142.245,151.932,79.766,Leaf_322,60.58635475635093,-14.665956653529932,36.563255386777726,green,medium
Carex formosa,164.17,159.133,102.338,Leaf_330,64.74796869651557,-6.812363476999206,30.31158830670804,green,medium
Carex fracta,149.291,162.208,113.093,Leaf_333,64.57713542217975,-13.070676842753315,24.06094299359809,green,medium
Carex frankii,132.914,133.062,90.654,Leaf_334,54.57909718378316,-7.1044926889706765,22.90704851754406,green,medium
Carex frankii,150.059,142.408,87.798,Leaf_335,58.668587260820175,-5.351319921212461,30.078682470338556,green,medium
Carex fraserianus,144.72,150,82.249,Leaf_337,60.266985593030725,-12.335501051888354,34.931367147607304,green,medium
Carex garberi,128.738,139.814,84.982,Leaf_340,56.086624104457414,-13.276432402679673,27.940768027499274,green,medium
Carex garberi,140.452,154.197,87.489,Leaf_341,61.20258688907202,-15.74597886244522,33.27755374430883,green,medium
Carex geophila,126.679,138.026,75.779,Leaf_342,55.26298777953447,-14.29707908691541,31.824699710341385,green,medium
Carex gigantea,143.966,142.135,89.0625,Leaf_349,58.07620538062545,-7.639948620071946,28.527094965872436,green,medium
Carex glacialis,127.21,135.642,86,Leaf_351,54.76666012401547,-11.527727862989611,25.653401859282454,green,medium
Carex globosa,149.932,163.413,101.697,Leaf_359,64.7747652025241,-14.976110882597482,30.46022838379212,green,medium
Carex gmelinii,129.543,139.119,86.076,Leaf_360,55.9659903082607,-12.427620228742441,27.20104529019428,green,medium
Carex gmelinii,132.37,135.453,99.017,Leaf_361,55.37159925830838,-7.47247442464033,19.252527020571875,green,medium
Carex godfreyi,109.845,130.211,81.718,Leaf_363,51.74594317703664,-16.34414996636324,23.838857812643653,green,medium
Carex gracilescens,125.89,128.99,76.818,Leaf_364,52.57515563876407,-9.607303241869648,27.87234419115826,green,medium
Carex gracilescens,148.69,161.837,78.518,Leaf_365,63.913040195844644,-17.24955065242939,41.307635737687434,green,medium
Carex gracilior,132.004,139.647,52.647,Leaf_366,55.899164167156144,-15.043366690089488,44.220928980089866,green,medium
Carex gracillima,128.48,144.013,71.27,Leaf_368,57.10180202243201,-17.198420765279387,36.455903900759964,green,medium
Carex gracillima,112.63,145.235,52.734,Leaf_369,56.13030311880627,-26.182992592484243,44.01579000849328,green,medium
Carex granularis,146.119,154.565,79.975,Leaf_370,61.65154201502733,-14.39760079629082,37.82091563015024,green,medium
Carex grayi,139.405,154.605,74.333,Leaf_375,61.06825431223439,-17.807253664934684,39.84037977543262,green,medium
Carex gynandra,134.997,128.974,74.272,Leaf_379,53.332465599334725,-5.939727783322857,30.38408865640818,green,medium
Carex gynocrates,134.944,156.431,102.056,Leaf_380,61.66511367992942,-17.25649322568984,26.000956582561162,green,medium
Carex hallii,134.966,151.986,97.186,Leaf_386,60.29780959905713,-15.595063236671258,26.851331854538163,green,medium
Carex harfordii,154.212,161.585,77.127,Leaf_388,64.26027823985913,-14.92783886828769,42.50930809899415,green,medium
Carex harfordii,156.918,154.976,108.706,Leaf_389,63.09360898595796,-6.754636831659444,24.58313912086174,green,medium
Carex hassei,151.6,162.56,101.068,Leaf_391,64.65229917209179,-13.935475470877922,30.66194370248583,green,medium
Carex haydenii,132.797,129.206,77.268,Leaf_394,53.2455354464379,-6.691154624673623,28.600540422131182,green,medium
Carex haydenii,135.166,147.776,95.985,Leaf_395,59.077236415592026,-13.447911155489656,25.911687827262853,green,medium
Carex heleonastes,129.106,143.099,91.411,Leaf_396,57.17701118579778,-14.038628016177501,25.842889955213,green,medium
Carex hendersonii,133.54,127.322,74.374,Leaf_401,52.73159207760318,-5.645580669226158,29.548330581038684,green,medium
Carex heteroneura,129.857,148.244,69.489,Leaf_402,58.42980833135229,-19.00165290039052,38.96023439692817,green,medium
Carex heteroneura,139.41,157.656,79.958,Leaf_403,62.021713634851736,-18.806462283477433,38.15563758813124,green,medium
Carex hirsutella,142.825,148.812,104.05,Leaf_404,60.12151660102003,-9.785633926971126,22.972269304357784,green,medium
Carex hirsutella,149.461,155.158,85.969,Leaf_405,62.168684207392275,-12.675828333936378,35.429960662709306,green,medium
Carex hirta,141.159,148.092,97.98,Leaf_407,59.67564010519487,-10.905532369767101,25.694215486482918,green,medium
Carex hitchcockiana,139.116,149.582,68.333,Leaf_413,59.522306852881144,-15.88272793543516,40.99014250565196,green,medium
Carex holostoma,149.971,158.071,114.139,Leaf_414,63.48595474704781,-10.457221459270972,22.0337842891581,green,medium
Carex holostoma,120.704,137.134,96.995,Leaf_415,54.892231084714254,-13.414093657368065,19.58853530080169,green,medium
Carex hookerana,135.585,134.36,93.278,Leaf_418,55.225884066584115,-6.349720469128462,22.335429182342747,green,medium
Carex hookeriana,154.737,161.226,73.686,Leaf_420,64.1628438213449,-14.825204367094669,44.078686016465085,green,medium
Carex hormathodes,130.892,138.118,69.353,Leaf_421,55.54348287133914,-13.24126771069839,35.61592302042467,green,medium
Carex hostiana,154.28,150.585,99.646,Leaf_424,61.49824461452364,-6.626037834826793,27.378473963247107,green,medium
Carex houghtoniana,118.007,135.123,85.912,Leaf_425,53.893747152724174,-15.057115561400213,24.426734006194028,green,medium
Carex hyalina,147.111,160.77,106.065,Leaf_427,63.88130937067223,-14.152555942151645,26.915628899247167,green,medium
Carex hyalina,139.805,144.039,86.331,Leaf_428,58.221806085960225,-10.75336416492939,30.119825788733813,green,medium
Carex hyalinolepis,129.496,151.044,92.222,Leaf_429,59.539420655336954,-17.96072807336352,28.473782233303414,green,medium
Carex hystericina,145.353,152.532,78.798,Leaf_431,60.99481517143337,-13.770253565031643,37.612584053810004,green,medium
Carex idahoa,153.495,156.908,104.801,Leaf_433,63.277504759593896,-9.699212373824261,26.899176182296024,green,medium
Carex illota,150.74,163.677,78.323,Leaf_435,64.59456457081602,-17.359610230082147,42.24754142237286,green,medium
Carex illota,132.105,139.463,49.133,Leaf_436,55.822612264177636,-15.155242596816054,45.7209619573257,green,medium
Carex impressinervia,122.245,139.194,80.596,Leaf_437,55.33418633622192,-16.193160195916157,29.257708116776925,green,medium
Carex impressinervia,135.682,140.301,96.043,Leaf_438,56.974904446648665,-9.197459938148134,23.1153380942688,green,medium
Carex infirminervia,119.446,142.856,92.104,Leaf_440,56.400773028423785,-17.69551705113931,24.309614288764102,green,medium
Carex inops,122.949,139.037,80.059,Leaf_441,55.333104999924544,-15.885765731320056,29.55728572877777,green,medium
Carex inops,135.252,141.98,83.532,Leaf_442,57.214887998646475,-11.892821685379696,30.27088841858544,green,medium
Carex inops,137.85,144.864,76.241,Leaf_443,58.15454003249991,-13.153206017982422,35.3406242066955,green,medium
Carex integra,127.594,156.528,84.939,Leaf_445,60.910232086010026,-22.457079077326192,34.04346718566109,green,medium
Carex intumescens,114.366,132.422,74.965,Leaf_452,52.637936019454926,-16.574280612428826,28.77159887556108,green,medium
Carex jamesii,139.613,149.904,89.885,Leaf_453,59.938931223517386,-13.543040851518251,30.39532707277244,green,medium
Carex jonesii,122.003,137.839,75.773,Leaf_456,54.8435394680309,-16.165684591723185,31.22657673882476,green,medium
Carex krausei,138.699,130.771,86.988,Leaf_465,54.378511193245004,-3.8553537087192002,24.788320590697598,green,medium
Carex krausei,149.25,140.857,87.679,Leaf_466,58.163075375531946,-4.858317986066673,29.48366987551545,green,medium
Carex lachenalii,126.219,133.083,65.24,Leaf_468,53.6361141931675,-12.97302575408532,35.36539523225507,green,medium
Carex lacustris,123.116,143.172,100.151,Leaf_469,56.904863355824034,-15.208252202939809,20.56032172912321,green,medium
Carex laevivaginata,141.365,150.875,98.132,Leaf_475,60.48726483977035,-12.29174005031064,26.678271748312987,green,medium
Carex lapponica,138.01,147.931,79.608,Leaf_477,59.09632867036197,-14.354092361256898,34.745121181351294,green,medium
Carex lativena,142.951,143.415,99.232,Leaf_483,58.5218034523469,-7.46592981688754,23.508208742157287,green,medium
Carex laxiculmis,129.959,140.249,85.632,Leaf_487,56.320299156911545,-12.919513424047457,27.906119751595547,green,medium
Carex laxiculmus,136.437,144.955,67.234,Leaf_488,57.95546982165807,-14.697664265913179,39.65538403720083,green,medium
Carex laxiculmus,124.618,135.369,47.067,Leaf_489,53.989658267523325,-16.45245744691359,44.50963249880516,green,medium
Carex lenticularis,139.062,162.183,113.172,Leaf_496,63.81689116687954,-17.02687291545335,22.867397685583256,green,medium
Carex lenticularis,130.674,145.394,89.337,Leaf_500,57.93157725542645,-14.895073322918284,27.97693097256039,green,medium
Carex lenticularis,117.404,138.869,92.944,Leaf_501,55.085189834452606,-16.273870849731807,22.076212806186945,green,medium
Carex lenticularis,124,139.913,79.261,Leaf_504,55.65995375587315,-16.012259797607175,30.41573126403698,green,medium
Carex leporinella,127.388,146.188,93.225,Leaf_507,57.97963857847388,-16.1246686858722,25.873114464140734,green,medium
Carex leptonervia,129.34,138.224,74.147,Leaf_511,55.51119174182428,-13.456293878807202,33.04368376061927,green,medium
Carex leptopoda,127.741,136.315,80.804,Leaf_512,54.92213725759741,-12.331217688922925,28.710369482975338,green,medium
Carex limosa,129.375,147.438,81.5,Leaf_514,58.312241492386775,-17.477854070159616,32.63482928505823,green,medium
Carex livida,149.179,137.375,89.125,Leaf_516,57.21511417495461,-2.7983141309198545,27.47575953740702,green,medium
Carex livida,122.382,128,85.276,Leaf_517,52.133212317504245,-9.456871026961466,22.535081333839113,green,medium
Carex loliacea,120.784,140.301,94.84,Leaf_518,55.79031309751592,-15.409341571309076,22.001504244307668,green,medium
Carex loliacea,120.988,134.118,80.071,Leaf_519,53.72914182681424,-14.072092469825993,27.478960915825933,green,medium
Carex lonchocarpa,122.27,129.674,68.037,Leaf_521,52.34465801964916,-12.551575904543256,32.26494892774062,green,medium
Carex longii,117.656,130.5,58.885,Leaf_522,52.10215456019861,-15.939094436440982,36.63161808534539,green,medium
Carex louisianica,132.843,136.247,84.982,Leaf_524,55.388794681031385,-9.62312396164744,27.109841099959652,green,medium
Carex lucorum,128.957,144.97,108.023,Leaf_525,58.01567110668226,-12.642753329693335,17.73131933959393,green,medium
Carex lupuliformis,137.341,159.71,96.921,Leaf_529,62.70423794113731,-18.703344482685182,30.147247935753008,green,medium
Carex lurida,130.751,146.52,78.019,Leaf_534,58.09902418725555,-16.828603756231132,34.22002618792298,green,medium
Carex lyngbyei,131.246,140.37,90.314,Leaf_540,56.534672886694665,-11.84188481852333,25.639291048612158,green,medium
Carex mackenziei,147.353,145.691,98.088,Leaf_541,59.5147450033415,-7.037409274072093,25.519478650042583,green,medium
Carex mackenziei,139.853,144.449,114.699,Leaf_542,58.85843341031797,-7.007979022144228,15.269437221710124,green,medium
Carex macrochaeta,145.841,152.546,90.041,Leaf_547,61.19286451939253,-12.345483400549362,32.00752068466788,green,medium
Carex magellanica,123.959,140.708,91.379,Leaf_550,56.08507310881403,-14.856970066253638,24.356227585826662,green,medium
Carex marina,150.301,160.92,126.248,Leaf_553,64.54745271978831,-10.014118375805737,16.816216988951528,green,medium
Carex mariposana,108.367,138.455,75.218,Leaf_556,54.03839881406175,-22.13339749505261,30.305094726977032,green,medium
Carex mckittrickensis,128.455,131.5,78.273,Leaf_558,53.54341725349816,-9.711825650846496,28.35016449823292,green,medium
Carex mendocinensis,144.904,163.434,102.757,Leaf_565,64.41979279106633,-16.861119381746505,29.362669468608573,green,medium
Carex mendocinensis,130.576,155.997,106.002,Leaf_566,61.29746552344547,-18.156073920973125,23.306206365471493,green,medium
Carex merritt,126.567,136.074,74.418,Leaf_568,54.66277910938351,-13.453659758956181,31.80270716116632,green,medium
Carex mertensii,138.588,134.633,84.564,Leaf_569,55.416820648838396,-6.345644930539129,27.47378174217908,green,medium
Carex mesochorea,137.753,148.103,78.193,Leaf_571,59.10664022679761,-14.706156749106025,35.48831715065764,green,medium
Carex mesochorea,116.235,138.156,68.936,Leaf_572,54.41396867324566,-19.526681622229034,34.202312784682945,green,medium
Carex michauxiana,120.299,135.151,61.353,Leaf_573,53.726722597728724,-17.023933666473255,37.33542623211853,green,medium
Carex microchaeta,143.485,157.905,113.491,Leaf_575,62.92536826238603,-13.019596097204488,21.547675833649336,green,medium
Carex microchaeta,140.726,128.279,75.76,Leaf_576,53.68976307176111,-2.8816256867472134,30.13718009180546,green,medium
Carex microchaeta,146.874,160.111,112.02,Leaf_577,63.78092818031749,-13.07021176827189,23.54776703898718,green,medium
Carex microchaeta,119.319,131.948,37.366,Leaf_578,52.46927394722846,-17.641817461655663,46.90896253846575,green,medium
Carex micropoda,106.013,159.158,80.895,Leaf_583,60.309427836572326,-32.43235016472562,35.09172097000477,green,medium
Carex microptera,141.494,156.67,68.771,Leaf_586,61.764008974910325,-18.513134061369286,43.4098701995239,green,medium
Carex misera,156.312,148.387,111.644,Leaf_587,61.28544753477611,-3.014385135559128,20.52769289463714,green,medium
Carex missouriensis,148.262,164.19,88.869,Leaf_589,64.68264526645704,-17.571317247805528,37.01749816551221,green,medium
Carex mitchelliana,145.398,158.478,103.101,Leaf_591,63.04952038872683,-14.030312694314983,27.398798277063907,green,medium
Carex molestiformis,124.473,149.469,71.191,Leaf_595,58.41943199402215,-21.693044987967703,37.99915705048005,green,medium
Carex muehlenbergii,131.599,132.862,78.713,Leaf_599,54.21126026245834,-9.05902751379778,29.012476179525105,green,medium
Carex multicaulis,127.673,137.084,86.505,Leaf_602,55.23178921379066,-12.050470845979543,25.986166002160328,green,medium
Carex multicostata,122.414,136.83,92.056,Leaf_603,54.84095905561726,-13.304820640814285,22.314671408964394,green,medium
Carex multicostata,155.493,155.434,98.708,Leaf_604,62.932392673871064,-8.852321994810952,29.76632752776174,green,medium
Carex nelsonii,117.014,139.951,69.671,Leaf_613,55.01957351647755,-20.051866486541837,34.56766437259958,green,medium
Carex nervina,123.497,135.145,70.158,Leaf_615,54.08568699122888,-14.740232845924517,33.29272002872625,green,medium
Carex neurophora,129.644,141.932,93.509,Leaf_617,56.91532837150535,-12.906297971078452,24.352504906915094,green,medium
Carex neurophora,127.037,165.955,102.123,Leaf_618,63.91754884478877,-25.121142200605963,28.811526087886573,green,medium
Carex nigra,142.607,157.634,112.241,Leaf_619,62.75856535112108,-13.405830050189637,21.997778209102293,green,medium
Carex nigra,124.268,134.748,84.298,Leaf_620,54.241472658836315,-12.493786406785222,25.865974511478164,green,medium
Carex nigricans,101.832,143.916,66.009,Leaf_621,55.17699903850665,-28.530447085639786,36.38665937914387,green,medium
Carex nigromarginata,127.601,135.402,81.297,Leaf_623,54.65250945321701,-11.835045036461766,28.09583690377807,green,medium
Carex nigromarginata,132.973,149.837,107.83,Leaf_624,59.71870342231806,-13.707119921643695,20.20546625414481,green,medium
Carex normalis,136.106,150.016,94.958,Leaf_625,59.778434018545326,-14.393699379063541,27.400072790488682,green,medium
Carex normalis,146.558,156.337,85.581,Leaf_626,62.26548819279837,-14.552605882972358,35.69914115457395,green,medium
Carex novae,135.257,163.453,63.461,Leaf_632,63.236587575146956,-24.990679244934643,47.410931737635295,green,medium
Carex nudata,143.152,151.523,91.183,Leaf_633,60.702905112856925,-12.781803605575014,30.732635652003303,green,medium
Carex oligosperma,119.246,141.343,81.125,Leaf_647,55.75824830131954,-18.4859025550414,29.464201568364036,green,medium
Carex oligosperma,140.311,155.848,104.22,Leaf_648,61.93097468219101,-14.524680557991609,25.248362362098753,green,medium
Carex oreocharis,156.481,153.613,106.346,Leaf_652,62.63865187660828,-6.5064750611248385,25.262092278597326,green,medium
Carex ormostachya,126.979,139.975,81.673,Leaf_653,55.94416401862975,-14.509580391772747,29.525182608349187,green,medium
Carex ormostachya,135.274,147.543,86.139,Leaf_654,58.86147648703006,-14.541359805303134,30.958816017580347,green,medium
Carex oronensis,152.114,157.876,96.457,Leaf_655,63.30217003834615,-11.819475346228291,31.38738041574407,green,medium
Carex oronensis,126.168,146.456,80.349,Leaf_656,57.76893042625143,-18.420674933749105,32.512833107956105,green,medium
Carex ouachitana,153.598,157.79,104.066,Leaf_657,63.51988652977836,-10.223022087586408,27.616048969938724,green,medium
Carex ouachitana,141.066,161.949,91.514,Leaf_658,63.54121165619139,-19.038551198338748,34.11485879344263,green,medium
Carex ozarkana,159.842,157.87,106.772,Leaf_664,64.10503568396055,-7.371451806019169,27.01790829186208,green,medium
Carex pachystachya,127.546,139.146,73.514,Leaf_666,55.62876146266339,-14.782327302566124,33.48898770238284,green,medium
Carex paleacea,139.798,143.177,66.17,Leaf_670,57.70739138725986,-12.393032057010256,39.965482963174495,green,medium
Carex pallescens,132.768,124.757,77.84,Leaf_671,51.98570067594204,-4.150275120675007,26.680334471741386,green,medium
Carex pansa,138.277,162.756,97.899,Leaf_678,63.668760694776566,-19.769084100864866,30.880836658376197,green,medium
Carex parryana,118.374,137.641,77.166,Leaf_681,54.531237328814484,-17.400490716664162,30.03093740753753,green,medium
Carex pauciflora,158.257,158.117,98.194,Leaf_682,63.901451413586386,-9.204101138265253,31.33279638616635,green,medium
Carex paupercula,129.743,129.903,91.708,Leaf_684,53.42307584439811,-6.532774888372672,20.72753071374511,green,medium
Carex perdentata,138.121,153.697,92.848,Leaf_699,60.9602156517233,-15.787501829088002,30.0922593999545,green,medium
Carex petasata,115.276,130.888,81.926,Leaf_701,52.35950605882091,-14.455907718812554,24.600672217431573,green,medium
Carex pityophila,115.193,147.322,75.874,Leaf_714,57.19574495171133,-23.832105059660545,33.97606791125111,green,medium
Carex planostachys,150.932,149.795,101.75,Leaf_719,61.028324127563906,-7.315037927894174,25.560821316890838,green,medium
Carex pluriflora,140.171,156.439,108.805,Leaf_724,62.171231689030094,-14.236288886255387,23.061587099702297,green,medium
Carex pluriflora,139.041,139.449,95.653,Leaf_725,57.00694383910111,-7.394797628915484,23.425583117033845,green,medium
Carex podocarpa,135.929,151.647,90.552,Leaf_726,60.166260780007974,-15.89300314258779,30.270514630260248,green,medium
Carex podocarpa,120.098,143.345,75.565,Leaf_727,56.336985298008,-19.861744643923817,33.15673345903313,green,medium
Carex polymorpha,144.796,140.982,89.733,Leaf_728,57.834883666526935,-6.57792663981499,27.865262552633897,green,medium
Carex praeceptorum,136.331,139.927,82.444,Leaf_730,56.69772032255763,-10.456281930682321,30.22089741067949,green,medium
Carex praeceptorum,111.592,137.513,76.093,Leaf_731,53.98708172653281,-20.24150668230029,29.819298469741994,green,medium
Carex praticola,149.299,149.531,91.193,Leaf_739,60.644530993919204,-9.15297796257397,30.756082885049008,green,medium
Carex pseudocyperus,129.047,159.665,71.075,Leaf_747,61.766231960132046,-24.961353080563853,42.07051210778155,green,medium
Carex rariflora,119.627,135.045,84.559,Leaf_759,53.97081645425726,-14.539603416002356,25.300246409320348,green,medium
Carex reniformis,146.716,151.696,100.569,Leaf_764,61.19058034719808,-10.22562902866092,26.35394646350222,green,medium
Carex reniformis,122.731,131.48,76.043,Leaf_765,53.0286021018742,-12.413846620675518,28.81604939098421,green,medium
Carex retroflexa,127.031,138.308,76.056,Leaf_766,55.37748264917255,-14.267085699084081,31.825635678485575,green,medium
Carex retroflexa,139.742,150.388,101.357,Leaf_767,60.27585182859302,-12.253696039487338,24.614868859348782,green,medium
Carex retrorsa,123.147,136.455,67.037,Leaf_768,54.40489406366409,-15.920556195384572,35.297424973600165,green,medium
Carex reznicekii,148.613,159.282,106.331,Leaf_771,63.58043790627305,-12.732104544982747,26.397163882201234,green,medium
Carex roanensis,123.959,137.358,80.454,Leaf_774,54.921934939625714,-14.521875884576819,28.838388398343508,green,medium
Carex roanensis,132.306,151.847,88.236,Leaf_775,59.918200772746346,-17.76020122070765,31.133902787155975,green,medium
Carex rosea,119.41,133.269,76.051,Leaf_776,53.29285800733659,-14.782660535855142,29.089867100202184,green,medium
Carex rosea,155.66,159.811,109.472,Leaf_777,64.34295559044118,-9.757796111619255,25.805440712259163,green,medium
Carex rostrata,129.728,137.834,79.372,Leaf_780,55.503584775108436,-12.484583313549624,30.25465428234435,green,medium
Carex rostrata,147.209,154.632,104.186,Leaf_781,62.120322127088954,-11.116308373131156,25.615114982683316,green,medium
Carex rupestris,170.154,156.39,107.308,Leaf_784,64.6120992985692,-2.2642642152641,27.56193133187712,green,medium
Carex saxatilis,136.499,153.044,91.886,Leaf_797,60.63411906707026,-16.22562697998642,30.16422306668407,green,medium
Carex saximontana,149.99,155.048,99.28,Leaf_798,62.37929584611534,-10.843341985044773,28.654300391990862,green,medium
Carex saximontana,137.302,143.064,95.56,Leaf_799,57.888144156787675,-10.098755839134387,24.614545644558984,green,medium
Carex scabrata,155.495,161.225,106.787,Leaf_800,64.67790811319297,-10.92897181836655,27.695247040802172,green,medium
Carex scabrata,152.619,142.824,90.775,Leaf_801,59.06079300958608,-4.1500447501621185,29.014141609759104,green,medium
Carex scabriuscula,132.328,155.888,75.155,Leaf_804,60.927432023605974,-21.31906277460577,39.134994551647175,green,medium
Carex schweinitzii,147.734,161.637,69.892,Leaf_807,63.68700623170021,-18.33275497693182,45.19757495415345,green,medium
Carex schweinitzii,146.975,164.427,99.017,Leaf_808,64.79858693266223,-17.026466360952675,31.864977271557017,green,medium
Carex scirpoidea,121.415,133.7,73.231,Leaf_811,53.53638932305448,-14.505605858653182,30.948444448268365,green,medium
Carex scirpoidea,160.159,159.302,106.482,Leaf_812,64.52162262009696,-8.046599286112011,27.72649530436948,green,medium
Carex scirpoidea,114.999,136.621,67.796,Leaf_814,53.8469600493996,-19.37028512001576,34.08710714610458,green,medium
Carex scirpoidea,152.036,158.253,93.578,Leaf_815,63.35882695703985,-12.389314214277302,32.98140383072936,green,medium
Carex scirpoidea,124.5,156.737,49.146,Leaf_816,60.3807142688719,-27.20701808553394,50.30160437093429,green,medium
Carex scopulorum,148.539,154.161,83.723,Leaf_823,61.7809057933941,-12.775726334691539,36.09931154323611,green,medium
Carex scopulorum,118.103,140.207,64.09,Leaf_824,55.106913128562155,-20.32364935958747,37.535743386357424,green,medium
Carex scopulorum,155.652,150.671,102.608,Leaf_825,61.690651119917405,-5.732792513178153,26.03899713727278,green,medium
Carex seorsa,128.864,158.037,74.872,Leaf_829,61.3145233525908,-23.84093924543912,39.677075956912354,green,medium
Carex serratodens,130.902,148.272,69.026,Leaf_833,58.511315954351815,-18.622330742980196,39.306330436517015,green,medium
Carex sheldonii,123.266,142.45,78.222,Leaf_834,56.33962476535484,-17.77801080584862,31.809496201114207,green,medium
Carex sheldonii,117.81,133.745,69.611,Leaf_835,53.218801060416,-16.473398298925968,32.42011808506222,green,medium
Carex shortiana,141.83,132.053,95.126,Leaf_839,55.16843856766569,-2.1949631403906933,21.318810051603897,green,medium
Carex silicea,116.202,131.295,73.023,Leaf_842,52.41163312966226,-15.445257705312354,29.568730989320745,green,medium
Carex silicea,137.577,157.507,116.9,Leaf_843,62.4395124976008,-14.570986655273677,18.93616963991065,green,medium
Carex sparganioides,138.882,151.792,78.11,Leaf_848,60.2601797665272,-16.179208682320922,36.95516056764323,green,medium
Carex specifica,138.675,141.821,104.428,Leaf_850,57.81103611586269,-7.6111806277835425,19.596525224957894,green,medium
Carex spectabilis,142.551,143.56,110.829,Leaf_852,58.75092633079559,-6.0463286010235535,17.335716341869745,green,medium
Carex sprengelii,116.372,134.902,63.457,Leaf_859,53.37709242072056,-18.36041151370871,35.78376052585399,green,medium
Carex stenoptila,106.512,136.243,54.165,Leaf_862,52.97421850695633,-24.102728146612684,39.73744918759979,green,medium
Carex sterilis,143.945,151.401,105.744,Leaf_864,60.974611001184556,-10.489629500457287,23.19369194940375,green,medium
Carex sterilis,142.483,159.785,97.845,Leaf_865,63.11732561811924,-16.570044443185992,30.261830710836215,green,medium
Carex stevenii,140.13,158.875,82.73,Leaf_866,62.46393913177266,-18.84043711692329,37.296411970639674,green,medium
Carex stipata,141.154,148.937,78.201,Leaf_869,59.61910069948894,-13.708926990802507,36.17154448742633,green,medium
Carex stipata,122.303,148.885,81.288,Leaf_870,58.22491406979577,-21.12904631077772,32.52672118588048,green,medium
Carex stipata,137.951,140.472,100.353,Leaf_871,57.290930356220244,-7.7554875521219095,21.166957234324848,green,medium
Carex straminea,142.081,137.398,81.936,Leaf_872,56.466203388710355,-6.677641787281585,30.306175053364058,green,medium
Carex striatula,119.535,144.471,82.063,Leaf_877,56.72591914773291,-19.874590086984224,30.190575846195834,green,medium
Carex striatula,126.705,140.81,88.155,Leaf_878,56.269883338347825,-14.235963107325666,26.412152047008817,green,medium
Carex suberecta,138.011,162.224,85.233,Leaf_887,63.31461882828644,-21.13609531272076,37.024810547485906,green,medium
Carex suberecta,146.805,162.799,90.734,Leaf_888,64.20040768991842,-17.24064362366856,35.43573293924496,green,medium
Carex subfusca,130.82,159.385,80.217,Leaf_890,61.91327687326668,-23.154861506826386,37.74912712240431,green,medium
Carex subnigricans,140.547,159.784,115.932,Leaf_891,63.28841232437182,-14.781731754999027,20.66108889275242,green,medium
Carex subnigricans,132.327,145.065,96.995,Leaf_892,58.09222180982242,-13.010829485475217,24.019486736386074,green,medium
Carex subspathacea,149.214,139.868,94.684,Leaf_893,58.000158190787616,-3.4930541295521977,25.43636334177508,green,medium
Carex subspathacea,128.385,127.523,68.749,Leaf_894,52.247274997141076,-8.626951644875646,31.88472648740338,green,medium
Carex superata,147.027,161.961,105.721,Leaf_895,64.20721506791156,-14.856603711476957,27.527773616199937,green,medium
Carex superata,140.318,156.302,98.176,Leaf_896,61.96036666556708,-15.579200899364709,28.557941525323137,green,medium
Carex supina,134.149,141.304,106.727,Leaf_898,57.34008772354427,-8.804550821414347,17.602306591833905,green,medium
Carex sychnocephala,125.818,137.232,47.242,Leaf_902,54.63965901394201,-16.89153857086523,45.14895758967129,green,medium
Carex tahoensis,124.441,138.877,85.037,Leaf_905,55.47797030696114,-14.546752818487551,27.06098022894492,green,medium
Carex tahoensis,130.382,147.539,85.392,Leaf_906,58.47408532492729,-16.646556503788766,30.78903143034417,green,medium
